Name,Chemical Name (IAPUC),Chemical Formula,MW,SMILES
gan-2-179,"1,1',1'',1'''-(((1s,3s,5s,7s)-adamantane-1,3-diyl)bis(azanetriyl))tetrakis(dodecan-2-ol)",C58H114N2O4,903.56,OC(CN(CC(CCCCCCCCCC)O)[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(N(CC(CCCCCCCCCC)O)CC(O)CCCCCCCCCC)C1)CCCCCCCCCC
gan-2-180,"1,1',1'',1'''-(((1s,3s,5s,7s)-adamantane-1,3-diyl)bis(azanetriyl))tetrakis(tetradecan-2-ol)",C66H130N2O4,1015.776,OC(CN(CC(CCCCCCCCCCCC)O)[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(N(CC(CCCCCCCCCCCC)O)CC(O)CCCCCCCCCCCC)C1)CCCCCCCCCCCC
gan-2-181,"1,1',1'',1'''-(((1s,3s,5s,7s)-adamantane-1,3-diyl)bis(azanetriyl))tetrakis(pentadecan-2-ol)",C70H138N2O4,1071.884,OC(CN(CC(CCCCCCCCCCCCC)O)[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(N(CC(CCCCCCCCCCCCC)O)CC(O)CCCCCCCCCCCCC)C1)CCCCCCCCCCCCC
gan-2-182,"1,1',1'',1'''-(((1s,3s,5s,7s)-adamantane-1,3-diyl)bis(azanetriyl))tetrakis(hexadecan-2-ol)",C74H146N2O4,1127.992,OC(CN(CC(CCCCCCCCCCCCCC)O)[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(N(CC(CCCCCCCCCCCCCC)O)CC(O)CCCCCCCCCCCCCC)C1)CCCCCCCCCCCCCC
gan-2-183,"1,1',1'',1'''-(((1s,3s,5s,7s)-adamantane-1,3-diyl)bis(azanetriyl))tetrakis(octadecan-2-ol)",C82H162N2O4,1240.208,OC(CN(CC(CCCCCCCCCCCCCCCC)O)[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(N(CC(CCCCCCCCCCCCCCCC)O)CC(O)CCCCCCCCCCCCCCCC)C1)CCCCCCCCCCCCCCCC
gan-2-184,"(9Z,9'Z,9''Z,9'''Z)-1,1',1'',1'''-(((1s,3s,5s,7s)-adamantane-1,3-diyl)bis(azanetriyl))tetrakis(octadec-9-en-2-ol)",C82H154N2O4,1232.144,OC(CCCCCC/C=C\CCCCCCCC)CN(CC(CCCCCC/C=C\CCCCCCCC)O)[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(N(CC(CCCCCC/C=C\CCCCCCCC)O)CC(CCCCCC/C=C\CCCCCCCC)O)C1
gan-2-185,"(10E,10'E,10''E,10'''E)-1,1',1'',1'''-(((1s,3s,5s,7s)-adamantane-1,3-diyl)bis(azanetriyl))tetrakis(octadec-10-en-2-ol)",C82H154N2O4,1232.144,OC(CCCCCCC/C=C/CCCCCCC)CN(CC(CCCCCCC/C=C/CCCCCCC)O)[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(N(CC(CCCCCCC/C=C/CCCCCCC)O)CC(CCCCCCC/C=C/CCCCCCC)O)C1
gan-2-188,"3,3'-(((1R,3S,5R,7S)-3-((3-(((1S,3S)-adamantan-1-yl)oxy)-2-hydroxypropyl)(3-(((3S,5S,7S)-adamantan-1-yl)oxy)-2-hydroxypropyl)amino)adamantan-1-yl)azanediyl)bis(1-(((3S,5S,7S)-adamantan-1-yl)oxy)propan-2-ol)",C62H98N2O8,999.472,OC(CO[C@]1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)CN(CC(CO[C@]45CC6C[C@@H](C4)CC(C5)C6)O)[C@]7(C[C@@H]8C9)C[C@@H]9C[C@](C8)(N(CC(CO[C@@]%10(C[C@H]%11C%12)C[C@H]%12C[C@H](C%11)C%10)O)CC(CO[C@]%13(C[C@@H]%14C%15)C[C@@H]%15C[C@@H](C%14)C%13)O)C7
gan-3-30,"(1s,3s,5s,7s)-N1,N1,N3,N3-tetradodecyladamantane-1,3-diamine",C58H114N2,839.564,CCCCCCCCCCCCN(CCCCCCCCCCCC)[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(N(CCCCCCCCCCCC)CCCCCCCCCCCC)C1
gan-2-166,"1,1'-((((3r,5r,7r)-adamantan-1-yl)methyl)azanediyl)bis(dodecan-2-ol)",C35H67NO2,533.926,OC(CN(CC(O)CCCCCCCCCC)CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)CCCCCCCCCC
gan-2-198,"1,1',1'',1'''-((((1s,3s,5r,7r)-adamantane-1,3-diyl)bis(ethane-2,1-diyl))bis(azanetriyl))tetrakis(decan-2-ol)",C54H106N2O4,847.452,OC(CCCCCCCC)CN(CC(CCCCCCCC)O)CC[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(CCN(CC(O)CCCCCCCC)CC(CCCCCCCC)O)C1
gan-2-193,"1,1',1'',1'''-((((1s,3s,5r,7r)-adamantane-1,3-diyl)bis(ethane-2,1-diyl))bis(azanetriyl))tetrakis(dodecan-2-ol)",C62H122N2O4,959.668,OC(CCCCCCCCCC)CN(CC(CCCCCCCCCC)O)CC[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(CCN(CC(O)CCCCCCCCCC)CC(CCCCCCCCCC)O)C1
gan-2-194,"1,1',1'',1'''-((((1s,3s,5r,7r)-adamantane-1,3-diyl)bis(ethane-2,1-diyl))bis(azanetriyl))tetrakis(tetradecan-2-ol)",C70H138N2O4,1071.884,OC(CCCCCCCCCCCC)CN(CC(CCCCCCCCCCCC)O)CC[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(CCN(CC(O)CCCCCCCCCCCC)CC(CCCCCCCCCCCC)O)C1
gan-2-195,"1,1',1'',1'''-((((1s,3s,5r,7r)-adamantane-1,3-diyl)bis(ethane-2,1-diyl))bis(azanetriyl))tetrakis(pentadecan-2-ol)",C74H146N2O4,1127.992,OC(CCCCCCCCCCCCC)CN(CC(CCCCCCCCCCCCC)O)CC[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(CCN(CC(O)CCCCCCCCCCCCC)CC(CCCCCCCCCCCCC)O)C1
gan-2-197,"1,1',1'',1'''-((((1s,3s,5r,7r)-adamantane-1,3-diyl)bis(ethane-2,1-diyl))bis(azanetriyl))tetrakis(octadecan-2-ol)",C86H170N2O4,1296.316,OC(CCCCCCCCCCCCCCCC)CN(CC(CCCCCCCCCCCCCCCC)O)CC[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(CCN(CC(O)CCCCCCCCCCCCCCCC)CC(CCCCCCCCCCCCCCCC)O)C1
gan-3-27,"N,N'-(((1s,3s,5r,7r)-adamantane-1,3-diyl)bis(ethane-2,1-diyl))bis(N-dodecyldodecan-1-amine)",C62H122N2,895.672,CCCCCCCCCCCCN(CC[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(CCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1)CCCCCCCCCCCC
gan-3-28,"tetradodecyl 3,3',3'',3'''-((((1s,3s,5r,7r)-adamantane-1,3-diyl)bis(ethane-2,1-diyl))bis(azanetriyl))tetrapropionate",C74H138N2O8,1183.924,O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CC[C@]1(C[C@@H]2C3)C[C@@H]3C[C@](C2)(CCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)C1
gan-3-29,"1,1'-((2-(((3s,5s,7s)-adamantan-1-yl)(2-hydroxydodecyl)amino)ethyl)azanediyl)bis(dodecan-2-ol)",C48H94N2O3,747.291,OC(CCCCCCCCCC)CN(CC(O)CCCCCCCCCC)CCN(CC(CCCCCCCCCC)O)C1(C2)C[C@@H](C[C@@H]2C3)C[C@@H]3C1
gan-3-22,"N1-((3s,5s,7s)-adamantan-1-yl)-N2,N2-didodecylethane-1,2-diamine",C36H70N2,530.97,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCNC1(C2)C[C@@H](C[C@@H]2C3)C[C@@H]3C1
gan-3-23,"didodecyl 3,3'-((2-(((3s,5s,7s)-adamantan-1-yl)amino)ethyl)azanediyl)dipropionate",C42H78N2O4, 675.0960,O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCNC1(C2)C[C@@H](C[C@@H]2C3)C[C@@H]3C1
gan-4-67,"2-(2-((3r,5r,7r)-adamantan-1-yl)acetoxy)-4-(decyloxy)-N,N,N-trimethyl-4-oxobutan-1-aminium bromide",C29H52BrNO4,558.642,O=C(OCCCCCCCCCC)CC(OC(CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)=O)C[N+](C)(C)C.[Br-]
gan-4-68,"2-(2-((3r,5r,7r)-adamantan-1-yl)acetoxy)-N,N,N-trimethyl-4-oxo-4-(undecyloxy)butan-1-aminium bromide",C30H54BrNO4,572.669,O=C(OCCCCCCCCCCC)CC(OC(CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)=O)C[N+](C)(C)C.[Br-]
gan-4-66,"2-(2-((3r,5r,7r)-adamantan-1-yl)acetoxy)-4-(dodecyloxy)-N,N,N-trimethyl-4-oxobutan-1-aminium bromide",C31H56BrNO4,586.696,O=C(OCCCCCCCCCCCC)CC(OC(CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)=O)C[N+](C)(C)C.[Br-]
gan-4-69,"2-(2-((3r,5r,7r)-adamantan-1-yl)acetoxy)-N,N,N-trimethyl-4-oxo-4-(tridecyloxy)butan-1-aminium bromide",C32H58BrNO4,600.723,O=C(OCCCCCCCCCCCCC)CC(OC(CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)=O)C[N+](C)(C)C.[Br-]
gan-4-61,"2-(2-((3r,5r,7r)-adamantan-1-yl)acetoxy)-N,N,N-trimethyl-4-oxo-4-(pentadecyloxy)butan-1-aminium bromide",C34H62BrNO4,628.777,O=C(OCCCCCCCCCCCCCCC)CC(OC(CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)=O)C[N+](C)(C)C.[Br-]
gan-4-64,"2-(2-((3r,5r,7r)-adamantan-1-yl)acetoxy)-4-(hexadecyloxy)-N,N,N-trimethyl-4-oxobutan-1-aminium bromide",C35H64BrNO4,642.804,O=C(OCCCCCCCCCCCCCCCC)CC(OC(CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)=O)C[N+](C)(C)C.[Br-]
gan-4-62,"2-(2-((3r,5r,7r)-adamantan-1-yl)acetoxy)-4-(heptadecyloxy)-N,N,N-trimethyl-4-oxobutan-1-aminium bromide",C36H66BrNO4,656.831,O=C(OCCCCCCCCCCCCCCCCC)CC(OC(CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)=O)C[N+](C)(C)C.[Br-]
 gan-4-63,"2-(2-((3r,5r,7r)-adamantan-1-yl)acetoxy)-N,N,N-trimethyl-4-(octadecyloxy)-4-oxobutan-1-aminium bromide",C37H68BrNO4, 670.8580,O=C(OCCCCCCCCCCCCCCCCCC)CC(OC(CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)=O)C[N+](C)(C)C.[Br-]
gan-4-98,"2-(2-((3r,5r,7r)-adamantan-1-yl)acetoxy)-N,N,N-trimethyl-4-(((9Z,12Z)-octadeca-9,12-dien-1-yl)oxy)-4-oxobutan-1-aminium bromid",C37H64BrNO4,666.826,O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CC(OC(CC1(C[C@@H]2C3)C[C@@H]3C[C@@H](C2)C1)=O)C[N+](C)(C)C.[Br-]
gan-4-89,"2-(decanoyloxy)-4-(decyloxy)-N,N,N-trimethyl-4-oxobutan-1-aminium bromide",C27H54BrNO4,536.636,CCCCCCCCCCOC(CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O)=O.[Br-]
gan-4-90,"N,N,N-trimethyl-4-oxo-2-(undecanoyloxy)-4-(undecyloxy)butan-1-aminium bromide",C29H58BrNO4,564.69,O=C(CC(C[N+](C)(C)C)OC(CCCCCCCCCC)=O)OCCCCCCCCCCC.[Br-]
gan-4-91,"2-(dodecanoyloxy)-4-(dodecyloxy)-N,N,N-trimethyl-4-oxobutan-1-aminium bromide",C31H62BrNO4,592.744,O=C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)OCCCCCCCCCCCC.[Br-]
gan-4-92,"N,N,N-trimethyl-4-oxo-2-(tridecanoyloxy)-4-(tridecyloxy)butan-1-aminium bromide",C33H66BrNO4,620.798,O=C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCC)=O)OCCCCCCCCCCCCC.[Br-]
gan-4-93,"N,N,N-trimethyl-4-oxo-2-(tetradecanoyloxy)-4-(tetradecyloxy)butan-1-aminium bromide",C35H70BrNO4,648.852,O=C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCC)=O)OCCCCCCCCCCCCCC.[Br-]
gan-4-94,"N,N,N-trimethyl-4-oxo-2-(pentadecanoyloxy)-4-(pentadecyloxy)butan-1-aminium bromide",C37H74BrNO4,676.906,O=C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCC)=O)OCCCCCCCCCCCCCCC.[Br-]
gan-4-95,"4-(hexadecyloxy)-N,N,N-trimethyl-4-oxo-2-(palmitoyloxy)butan-1-aminium bromide",C39H78BrNO4,704.96,O=C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCC)=O)OCCCCCCCCCCCCCCCC.[Br-]
gan-4-96,"2-(heptadecanoyloxy)-4-(heptadecyloxy)-N,N,N-trimethyl-4-oxobutan-1-aminium bromide",C41H82BrNO4,733.014,O=C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCC)=O)OCCCCCCCCCCCCCCCCC.[Br-]
gan-4-97,"N,N,N-trimethyl-4-(octadecyloxy)-4-oxo-2-(stearoyloxy)butan-1-aminium bromide",C43H86BrNO4,761.068,O=C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCCC)=O)OCCCCCCCCCCCCCCCCCC.[Br-]
gan-4-167,"2-(decanoyloxy)-4-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,12,13,13,13-docosafluoro-11-methyltridecyl)oxy)-N,N,N-trimethyl-4-oxobutan-1-aminium iodide",C31H40F22INO4,1035.5333,O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C)C(F)(F)C(F)(F)F)CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O.[I-]
gan-4-112,"4-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,12,13,13,13-docosafluoro-11-methyltridecyl)oxy)-N,N,N-trimethyl-4-oxo-2-(undecanoyloxy)butan-1-aminium iodide",C32H42F22INO4,1049.5603,O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C)C(F)(F)C(F)(F)F)CC(C[N+](C)(C)C)OC(CCCCCCCCCC)=O.[I-]
gan-4-120,"4-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,12,13,13,13-docosafluoro-11-methyltridecyl)oxy)-2-(dodecanoyloxy)-N,N,N-trimethyl-4-oxobutan-1-aminium iodide",C33H44F22INO4,1063.5873,O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C)C(F)(F)C(F)(F)F)CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O.[I-]
gan-4-113,"4-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,12,13,13,13-docosafluoro-11-methyltridecyl)oxy)-N,N,N-trimethyl-4-oxo-2-(tridecanoyloxy)butan-1-aminium iodide",C34H46F22INO4,1077.6143,O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C)C(F)(F)C(F)(F)F)CC(C[N+](C)(C)C)OC(CCCCCCCCCCCC)=O.[I-]
KZ-1,"1,3-diundecanamidopropan-2-yl 4-(dimethylamino)butanoate",C31H61N3O4,539.846,O=C(CCCCCCCCCC)NCC(OC(CCCN(C)C)=O)CNC(CCCCCCCCCC)=O
KZ-2,1-(3-dodecanoyl-5-hydroxytetrahydropyrimidin-1(2H)-yl)tridecan-1-one,C29H56N2O3,480.778,O=C(N1CN(C(CCCCCCCCCCCC)=O)CC(O)C1)CCCCCCCCCCC
KZ-3,"(9Z,9'Z)-1,1'-(5-hydroxydihydropyrimidine-1,3(2H,4H)-diyl)bis(octadec-9-en-1-one)",C40H74N2O3,631.043,O=C(N1CN(C(CCCCCCC/C=C\CCCCCCCC)=O)CC(O)C1)CCCCCCC/C=C\CCCCCCCC
KZ-4,1-dodecanoyl-3-undecanoylhexahydropyrimidin-5-yl 3-(dimethylamino)propanoate,C32H61N3O4,551.857,O=C(N1CN(C(CCCCCCCCCCC)=O)CC(OC(CCN(C)C)=O)C1)CCCCCCCCCC
KZ-5,1-tetradecanoyl-3-tridecanoylhexahydropyrimidin-5-yl 3-(dimethylamino)propanoate,C36H69N3O4,607.965,O=C(N1CN(C(CCCCCCCCCCCCC)=O)CC(OC(CCN(C)C)=O)C1)CCCCCCCCCCCC
KZ-6,1-palmitoyl-3-pentadecanoylhexahydropyrimidin-5-yl 3-(dimethylamino)propanoate,C40H77N3O4,664.073,O=C(N1CN(C(CCCCCCCCCCCCCCC)=O)CC(OC(CCN(C)C)=O)C1)CCCCCCCCCCCCCC
KZ-7,"1,3-distearoylhexahydropyrimidin-5-yl 3-(dimethylamino)propanoate",C45H87N3O4,734.208,O=C(N1CN(C(CCCCCCCCCCCCCCCCC)=O)CC(OC(CCN(C)C)=O)C1)CCCCCCCCCCCCCCCCC
KZ-8,"1,3-dioleoylhexahydropyrimidin-5-yl 3-(dimethylamino)propanoate",C45H83N3O4,730.176,O=C(N1CN(C(CCCCCCC/C=C\CCCCCCCC)=O)CC(OC(CCN(C)C)=O)C1)CCCCCCC/C=C\CCCCCCCC
KZ-9,"1,3-dioctanoylhexahydropyrimidin-5-yl (2-(dimethylamino)ethyl)carbamate",C25H48N4O4,468.683,O=C(N1CN(C(CCCCCCC)=O)CC(OC(NCCN(C)C)=O)C1)CCCCCCC
KZ-10,"1,3-dinonanoylhexahydropyrimidin-5-yl (2-(dimethylamino)ethyl)carbamate",C27H52N4O4,496.737,O=C(N1CN(C(CCCCCCCC)=O)CC(OC(NCCN(C)C)=O)C1)CCCCCCCC
KZ-11,"1,3-didecanoylhexahydropyrimidin-5-yl (2-(dimethylamino)ethyl)carbamate",C29H56N4O4,524.791,O=C(N1CN(C(CCCCCCCCC)=O)CC(OC(NCCN(C)C)=O)C1)CCCCCCCCC
KZ-12,"1,3-didodecanoylhexahydropyrimidin-5-yl (2-(dimethylamino)ethyl)carbamate",C33H64N4O4,580.899,O=C(N1CN(C(CCCCCCCCCCC)=O)CC(OC(NCCN(C)C)=O)C1)CCCCCCCCCCC
KZ-13,"1,3-ditetradecanoylhexahydropyrimidin-5-yl (2-(dimethylamino)ethyl)carbamate",C37H72N4O4,637.007,O=C(N1CN(C(CCCCCCCCCCCCC)=O)CC(OC(NCCN(C)C)=O)C1)CCCCCCCCCCCCC
KZ-14,"1,3-diheptadecanoylhexahydropyrimidin-5-yl (2-(dimethylamino)ethyl)carbamate",C43H84N4O4,721.169,O=C(N1CN(C(CCCCCCCCCCCCCCCC)=O)CC(OC(NCCN(C)C)=O)C1)CCCCCCCCCCCCCCCC
KZ-15,"1,3-dioleoylhexahydropyrimidin-5-yl (2-(dimethylamino)ethyl)carbamate",C45H84N4O4,745.191,O=C(N1CN(C(CCCCCCC/C=C\CCCCCCCC)=O)CC(OC(NCCN(C)C)=O)C1)CCCCCCC/C=C\CCCCCCCC
KZ-16,"3-(diethylamino)propyl (1,3-diheptadecanoylhexahydropyrimidin-5-yl) carbonate",C46H89N3O5,764.234,O=C(N1CN(C(CCCCCCCCCCCCCCCC)=O)CC(OC(OCCCN(CC)CC)=O)C1)CCCCCCCCCCCCCCCC
KZ-17,"2,3-didodecanamidopropyl (2-(dimethylamino)ethyl)carbamate",C32H64N4O4,568.888,O=C(NCC(NC(CCCCCCCCCCC)=O)COC(NCCN(C)C)=O)CCCCCCCCCCC
KZ-18,"2,3-didodecanamidopropyl (3-(diethylamino)propyl) carbonate",C35H69N3O5,611.953,O=C(NCC(NC(CCCCCCCCCCC)=O)COC(OCCCN(CC)CC)=O)CCCCCCCCCCC
KZ-19,"2,3-didodecanamidopropyl 4-(dimethylamino)butanoate",C33H65N3O4,567.9,O=C(NCC(NC(CCCCCCCCCCC)=O)COC(CCCN(C)C)=O)CCCCCCCCCCC
KZ-20,"2,3-ditetradecanamidopropyl (2-(dimethylamino)ethyl)carbamate",C36H72N4O4,624.996,O=C(NCC(NC(CCCCCCCCCCCCC)=O)COC(NCCN(C)C)=O)CCCCCCCCCCCCC
KZ-21,"3-(diethylamino)propyl (2,3-ditetradecanamidopropyl) carbonate",C39H77N3O5,668.061,O=C(NCC(NC(CCCCCCCCCCCCC)=O)COC(OCCCN(CC)CC)=O)CCCCCCCCCCCCC
KZ-22,"2,3-ditetradecanamidopropyl 4-(dimethylamino)butanoate",C37H73N3O4,624.008,O=C(NCC(NC(CCCCCCCCCCCCC)=O)COC(CCCN(C)C)=O)CCCCCCCCCCCCC
KZ-23,"2,3-dipalmitamidopropyl (2-(dimethylamino)ethyl)carbamate",C40H80N4O4,681.104,O=C(NCC(NC(CCCCCCCCCCCCCCC)=O)COC(NCCN(C)C)=O)CCCCCCCCCCCCCCC
KZ-24,"3-(diethylamino)propyl (2,3-dipalmitamidopropyl) carbonate",C43H85N3O5,724.169,O=C(NCC(NC(CCCCCCCCCCCCCCC)=O)COC(OCCCN(CC)CC)=O)CCCCCCCCCCCCCCC
KZ-25,"2,3-dipalmitamidopropyl 4-(dimethylamino)butanoate",C41H81N3O4,680.116,O=C(NCC(NC(CCCCCCCCCCCCCCC)=O)COC(CCCN(C)C)=O)CCCCCCCCCCCCCCC
KZ-26,"1,3-didecanamidopropan-2-yl 4-(dimethylamino)butanoate",C29H57N3O4,511.792,O=C(CCCN(C)C)OC(CNC(CCCCCCCCC)=O)CNC(CCCCCCCCC)=O
KZ-27,"N,N'-(3-hydroxypropane-1,2-diyl)dioleamide",C39H74N2O3,619.032,O=C(CCCCCCC/C=C\CCCCCCCC)NCC(NC(CCCCCCC/C=C\CCCCCCCC)=O)CO
KZ-28,"2,3-dioleamidopropyl 4-(dimethylamino)butanoate",C45H85N3O4,732.192,O=C(CCCCCCC/C=C\CCCCCCCC)NCC(NC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCN(C)C)=O
3,"1,1',1'',1'''-(1,4,8,12-tetraazacyclopentadecane-1,4,8,12-tetrayl)tetrakis(tridecan-1-ol)",C63H130N4O4,1007.76,OC(CCCCCCCCCCCC)N1CCCN(C(CCCCCCCCCCCC)O)CCN(C(CCCCCCCCCCCC)O)CCCN(C(O)CCCCCCCCCCCC)CCC1
8,"tetradodecyl 3,3',3'',3'''-(1,4,8,12-tetraazacyclopentadecane-1,4,8,12-tetrayl)tetrapropionate",C71H138N4O8,1175.91,O=C(OCCCCCCCCCCCC)CCN1CCN(CCC(OCCCCCCCCCCCC)=O)CCCN(CCC(OCCCCCCCCCCCC)=O)CCCN(CCC(OCCCCCCCCCCCC)=O)CCC1
13,"1,1',1'',1''',1'''',1'''''-(1,4,7,10,13,16-hexaazacyclooctadecane-1,4,7,10,13,16-hexayl)hexakis(tridecan-1-ol)",C90H186N6O6,1448.51,OC(CCCCCCCCCCCC)N1CCN(C(O)CCCCCCCCCCCC)CCN(C(O)CCCCCCCCCCCC)CCN(C(CCCCCCCCCCCC)O)CCN(C(O)CCCCCCCCCCCC)CCN(C(O)CCCCCCCCCCCC)CC1
43,"1,1'-((3-((4-(bis(1-hydroxytridecyl)amino)butyl)amino)propyl)azanediyl)bis(tridecan-1-ol)",C59H123N3O4,938.65,OC(CCCCCCCCCCCC)N(C(CCCCCCCCCCCC)O)CCCCNCCCN(C(O)CCCCCCCCCCCC)C(CCCCCCCCCCCC)O
48,"didodecyl 4,17-bis(3-(dodecyloxy)-3-oxopropyl)-4,8,13,17-tetraazaicosanedioate",C70H138N4O8,1163.89,O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCNCCCCNCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O
53,"1,1'-((3-((4-(bis(1-hydroxytridecyl)amino)butyl)amino)propyl)azanediyl)bis(tridecan-1-ol)",C59H123N3O4,938.65,OC(CCCCCCCCCCCC)N(C(CCCCCCCCCCCC)O)CCCNCCCCN(C(O)CCCCCCCCCCCC)C(O)CCCCCCCCCCCC
58,"didodecyl 3,3'-((3-((4-(bis(3-(dodecyloxy)-3-oxopropyl)amino)butyl)amino)propyl)azanediyl)dipropionate",C67H131N3O8,1106.8,O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCNCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O
108,"N1,N2-bis(2-(decyl(hydroxy)amino)ethyl)ethane-1,2-diamine",C26H58N4O2,458.78,ON(CCCCCCCCCC)CCNCCNCCN(CCCCCCCCCC)O
83,"14,23-bis(1-hydroxytridecyl)-14,17,20,23-tetraazahexatriacontane-13,24-diol",C58H122N4O4,939.64,OC(CCCCCCCCCCCC)N(C(O)CCCCCCCCCCCC)CCNCCNCCN(C(O)CCCCCCCCCCCC)C(CCCCCCCCCCCC)O
88,"didodecyl 4,13-bis(3-(dodecyloxy)-3-oxopropyl)-4,7,10,13-tetraazahexadecanedioate",C66H130N4O8,1107.79,O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCNCCNCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O
90,"N1,N16-didodecyl-4,13-bis(3-(dodecylamino)-3-oxopropyl)-4,7,10,13-tetraazahexadecanediamide",C66H134N8O4,1103.85,O=C(NCCCCCCCCCCCC)CCN(CCC(NCCCCCCCCCCCC)=O)CCNCCNCCN(CCC(NCCCCCCCCCCCC)=O)CCC(NCCCCCCCCCCCC)=O
91,"1,1',1'',1'''-(1,4,8,12-tetraazacyclopentadecane-1,4,8,12-tetrayl)tetrakis(pentadecan-1-ol)",C71H146N4O4,1119.97,OC(CCCCCCCCCCCCCC)N1CCCN(C(CCCCCCCCCCCCCC)O)CCCN(C(O)CCCCCCCCCCCCCC)CCN(C(CCCCCCCCCCCCCC)O)CCC1
92,"1,1',1'',1'''-(1,4,8,12-tetraazacyclopentadecane-1,4,8,12-tetrayl)tetrakis(undecan-1-ol)",C55H114N4O4,895.54,OC(CCCCCCCCCC)N1CCCN(C(CCCCCCCCCC)O)CCCN(C(CCCCCCCCCC)O)CCN(C(O)CCCCCCCCCC)CCC1
93,"1,1',1'',1''',1'''',1'''''-(1,4,7,10,13,16-hexaazacyclooctadecane-1,4,7,10,13,16-hexayl)hexakis(pentadecan-1-ol)",C102H210N6O6,1616.84,OC(CCCCCCCCCCCCCC)N1CCN(C(O)CCCCCCCCCCCCCC)CCN(C(CCCCCCCCCCCCCC)O)CCN(C(O)CCCCCCCCCCCCCC)CCN(C(O)CCCCCCCCCCCCCC)CCN(C(CCCCCCCCCCCCCC)O)CC1
